Show Name,Season,Day of Week,Air Date,Episode,18-49 Demo,Viewers (millions)
will grace,10,Thurs,2019-03-21,10-16,0.67,2.963
will grace,10,Thurs,2019-03-28,10-17,0.73,3.247
will grace,10,Thurs,2019-04-04,10-18,0.73,2.986
beyond,1,Mon,2017-01-02,01-01,0.31,1.182
beyond,1,Mon,2017-01-02,01-02,0.27,1.066
beyond,1,Mon,2017-01-09,01-03,0.17,0.599
beyond,1,Mon,2017-01-16,01-04,0.14,0.506
beyond,1,Mon,2017-01-23,01-05,0.14,0.412
beyond,1,Mon,2017-01-30,01-06,0.13,0.381
beyond,1,Mon,2017-02-06,01-07,0.11,0.321
beyond,1,Mon,2017-02-13,01-08,0.09,0.345
beyond,1,Mon,2017-02-20,01-09,0.13,0.376
beyond,1,Mon,2017-02-27,01-10,0.09,0.304
now apocalypse,1,Sun,2019-03-10,01-01,0.04,0.147
now apocalypse,1,Sun,2019-03-17,01-02,0.02,0.124
now apocalypse,1,Sun,2019-03-24,01-03,0.02,0.091
now apocalypse,1,Sun,2019-03-31,01-04,0.02,0.082
now apocalypse,1,Sun,2019-04-07,01-05,0.02,0.085
now apocalypse,1,Sun,2019-04-14,01-06,0.02,0.080
now apocalypse,1,Sun,2019-04-21,01-07,0.01,0.052
now apocalypse,1,Sun,2019-04-28,01-08,0.01,0.093
now apocalypse,1,Sun,2019-05-05,01-09,0.01,0.069
now apocalypse,1,Sun,2019-05-12,01-10,0.01,0.064
originals,5,Weds,2018-04-18,05-01,0.40,0.969
originals,5,Weds,2018-04-25,05-02,0.40,1.028
originals,5,Weds,2018-05-02,05-03,0.35,0.898
originals,5,Weds,2018-05-09,05-04,0.30,0.756
originals,5,Weds,2018-05-16,05-05,0.30,0.802
originals,5,Weds,2018-05-30,05-06,0.30,0.820
originals,5,Weds,2018-06-06,05-07,0.20,0.768
originals,5,Weds,2018-06-13,05-08,0.30,0.860
originals,5,Weds,2018-06-20,05-09,0.30,0.773
originals,5,Weds,2018-07-11,05-10,0.30,0.765
originals,5,Weds,2018-07-18,05-11,0.20,0.680
originals,5,Weds,2018-07-25,05-12,0.30,0.850
originals,5,Weds,2018-08-01,05-13,0.30,0.863
the goldbergs,7,Weds,2019-09-25,07-01,0.98,4.438
the goldbergs,7,Weds,2019-10-02,07-02,0.96,4.274
the goldbergs,7,Weds,2019-10-09,07-03,1.01,4.489
the goldbergs,7,Weds,2019-10-16,07-04,0.97,4.099
the goldbergs,7,Weds,2019-10-23,07-05,0.88,3.907
the goldbergs,7,Weds,2019-10-30,07-06,0.88,4.019
the goldbergs,7,Weds,2019-11-06,07-07,0.90,4.217
the goldbergs,7,Weds,2019-11-20,07-08,0.87,4.109
the goldbergs,7,Weds,2019-12-04,07-09,0.81,4.097
the goldbergs,7,Weds,2019-12-11,07-10,0.76,3.937
the goldbergs,7,Weds,2020-01-15,07-11,0.70,3.593
the goldbergs,7,Weds,2020-01-22,07-12,0.84,4.084
the goldbergs,7,Weds,2020-01-29,07-13,0.87,3.969
the goldbergs,7,Weds,2020-02-12,07-14,0.84,3.895
the goldbergs,7,Weds,2020-02-19,07-15,0.80,3.979
the goldbergs,7,Weds,2020-02-26,07-16,0.78,3.761
the goldbergs,7,Weds,2020-03-18,07-17,1.07,4.839
the goldbergs,7,Weds,2020-03-25,07-18,0.94,4.659
the goldbergs,7,Weds,2020-04-01,07-19,0.89,4.419
the goldbergs,7,Weds,2020-04-15,07-20,0.85,4.373
the goldbergs,7,Weds,2020-04-22,07-21,0.84,4.245
the goldbergs,7,Weds,2020-05-06,07-22,0.82,4.324
the goldbergs,7,Weds,2020-05-13,07-23,0.79,4.127
white princess,1,Sun,2017-04-16,01-01,0.16,0.633
white princess,1,Sun,2017-04-23,01-02,0.21,0.712
white princess,1,Sun,2017-04-30,01-03,0.20,0.784
white princess,1,Sun,2017-05-07,01-04,0.21,0.845
white princess,1,Sun,2017-05-14,01-05,0.27,0.951
white princess,1,Sun,2017-05-21,01-06,0.22,0.792
white princess,1,Sun,2017-05-28,01-07,0.17,0.722
white princess,1,Sun,2017-06-04,01-08,0.21,0.868
this is us,3,Tues,2018-09-25,03-01,2.97,10.542
this is us,3,Tues,2018-10-02,03-02,2.42,8.865
this is us,3,Tues,2018-10-09,03-03,2.28,8.908
this is us,3,Tues,2018-10-16,03-04,2.21,8.919
this is us,3,Tues,2018-10-23,03-05,2.15,8.532
this is us,3,Tues,2018-10-30,03-06,2.11,8.880
this is us,3,Tues,2018-11-13,03-07,1.98,8.474
this is us,3,Tues,2018-11-20,03-08,1.82,7.910
this is us,3,Tues,2018-11-27,03-09,2.07,8.983
this is us,3,Tues,2019-01-15,03-10,1.98,7.736
this is us,3,Tues,2019-01-22,03-11,1.95,8.220
this is us,3,Tues,2019-02-12,03-12,1.75,7.404
this is us,3,Tues,2019-02-19,03-13,1.78,7.555
this is us,3,Tues,2019-03-05,03-14,1.75,7.818
this is us,3,Tues,2019-03-12,03-15,1.80,7.743
this is us,3,Tues,2019-03-19,03-16,1.71,7.637
this is us,3,Tues,2019-03-26,03-17,1.67,7.361
this is us,3,Tues,2019-04-02,03-18,1.86,8.221
blue bloods,10,Fri,2019-09-27,10-01,0.60,7.852
blue bloods,10,Fri,2019-10-04,10-02,0.61,7.440
blue bloods,10,Fri,2019-10-11,10-03,0.65,7.637
blue bloods,10,Fri,2019-10-18,10-04,0.61,7.436
blue bloods,10,Fri,2019-10-25,10-05,0.61,6.909
blue bloods,10,Fri,2019-11-01,10-06,0.62,7.610
blue bloods,10,Fri,2019-11-08,10-07,0.61,7.390
blue bloods,10,Fri,2019-11-15,10-08,0.58,7.505
blue bloods,10,Fri,2019-11-22,10-09,0.67,7.565
blue bloods,10,Fri,2019-12-06,10-10,0.63,7.332
blue bloods,10,Fri,2020-01-03,10-11,0.72,7.684
blue bloods,10,Fri,2020-01-10,10-12,0.68,7.906
blue bloods,10,Fri,2020-01-31,10-13,0.60,7.533
blue bloods,10,Fri,2020-02-14,10-14,0.65,7.454
blue bloods,10,Fri,2020-03-06,10-15,0.56,7.311
blue bloods,10,Fri,2020-03-13,10-16,0.68,8.136
blue bloods,10,Fri,2020-04-03,10-17,0.74,8.766
blue bloods,10,Fri,2020-04-24,10-18,0.76,8.018
blue bloods,10,Fri,2020-05-01,10-19,0.69,8.522
im sorry,1,Weds,2017-07-12,01-01,0.16,0.311
im sorry,1,Weds,2017-07-12,01-02,0.10,0.194
im sorry,1,Weds,2017-07-19,01-03,0.15,0.295
im sorry,1,Weds,2017-07-26,01-04,0.13,0.259
im sorry,1,Weds,2017-08-02,01-05,0.17,0.288
im sorry,1,Weds,2017-08-09,01-06,0.18,0.344
im sorry,1,Weds,2017-08-16,01-07,0.15,0.287
im sorry,1,Weds,2017-08-23,01-08,0.14,0.279
im sorry,1,Weds,2017-08-30,01-09,0.14,0.287
im sorry,1,Weds,2017-09-06,01-10,0.18,0.350
empire,6,Tues,2019-09-24,06-01,1.01,3.308
empire,6,Tues,2019-10-01,06-02,0.89,2.941
empire,6,Tues,2019-10-08,06-03,0.84,2.793
empire,6,Tues,2019-10-15,06-04,0.79,2.743
empire,6,Tues,2019-11-05,06-05,0.74,2.483
empire,6,Tues,2019-11-12,06-06,0.71,2.595
empire,6,Tues,2019-11-19,06-07,0.72,2.651
empire,6,Tues,2019-11-26,06-08,0.62,2.449
empire,6,Tues,2019-12-03,06-09,0.72,2.548
empire,6,Tues,2019-12-17,06-10,0.72,2.523
empire,6,Tues,2020-03-03,06-11,0.56,2.427
empire,6,Tues,2020-03-10,06-12,0.57,1.893
empire,6,Tues,2020-03-17,06-13,0.67,2.644
empire,6,Tues,2020-03-24,06-14,0.73,2.722
empire,6,Tues,2020-03-31,06-15,0.64,2.577
empire,6,Tues,2020-04-07,06-16,0.72,2.795
empire,6,Tues,2020-04-14,06-17,0.71,2.693
empire,6,Tues,2020-04-21,06-18,0.78,2.939
americans,6,Weds,2018-03-28,06-01,0.14,0.642
americans,6,Weds,2018-04-04,06-02,0.15,0.616
americans,6,Weds,2018-04-11,06-03,0.18,0.705
americans,6,Weds,2018-04-18,06-04,0.13,0.569
americans,6,Weds,2018-04-25,06-05,0.14,0.538
americans,6,Weds,2018-05-02,06-06,0.15,0.611
americans,6,Weds,2018-05-09,06-07,0.17,0.671
americans,6,Weds,2018-05-16,06-08,0.13,0.620
americans,6,Weds,2018-05-23,06-09,0.19,0.730
americans,6,Weds,2018-05-30,06-10,0.22,0.922
masterchef,11,Weds,2021-06-02,11-01,0.60,2.552
masterchef,11,Weds,2021-06-09,11-02,0.67,2.545
masterchef,11,Weds,2021-06-16,11-03,0.57,2.509
masterchef,11,Weds,2021-06-23,11-04,0.65,2.823
masterchef,11,Weds,2021-06-30,11-05,0.65,2.844
masterchef,11,Weds,2021-07-07,11-06,0.61,2.608
masterchef,11,Weds,2021-07-14,11-07,0.59,2.673
masterchef,11,Weds,2021-07-21,11-08,0.51,2.424
masterchef,11,Weds,2021-08-11,11-09,0.49,2.373
masterchef,11,Weds,2021-08-18,11-10,0.52,2.395
masterchef,11,Weds,2021-08-25,11-11,0.57,2.412
masterchef,11,Weds,2021-08-25,11-12,0.57,2.412
masterchef,11,Weds,2021-09-01,11-13,0.53,2.258
masterchef,11,Weds,2021-09-01,11-14,0.53,2.258
masterchef,11,Weds,2021-09-08,11-15,0.63,2.549
masterchef,11,Weds,2021-09-08,11-16,0.63,2.549
masterchef,11,Weds,2021-09-15,11-17,0.52,2.533
masterchef,11,Weds,2021-09-15,11-18,0.52,2.533
bmf,2,Sun,2023-01-06,02-01,0.05,0.170
bmf,2,Sun,2023-01-13,02-02,0.08,0.210
bmf,2,Sun,2023-01-20,02-03,0.08,0.210
bmf,2,Sun,2023-02-24,02-07,0.08,0.239
bmf,2,Sun,2023-03-03,02-08,0.07,0.175
bmf,2,Sun,2023-03-10,02-09,0.08,0.263
bmf,2,Fri,2023-03-17,02-10,0.07,0.319
smilf,2,Sun,2019-01-20,02-01,0.06,0.242
smilf,2,Sun,2019-01-27,02-02,0.07,0.203
smilf,2,Sun,2019-02-10,02-03,0.06,0.206
smilf,2,Sun,2019-02-17,02-04,0.05,0.196
smilf,2,Sun,2019-02-24,02-05,0.04,0.142
smilf,2,Sun,2019-03-03,02-06,0.07,0.215
smilf,2,Sun,2019-03-10,02-07,0.07,0.250
smilf,2,Sun,2019-03-17,02-08,0.06,0.185
smilf,2,Sun,2019-03-24,02-09,0.05,0.175
smilf,2,Sun,2019-03-31,02-10,0.03,0.149
abbys,1,Thurs,2019-03-28,01-01,0.52,2.597
abbys,1,Thurs,2019-04-04,01-02,0.51,2.055
abbys,1,Thurs,2019-04-11,01-03,0.42,1.636
abbys,1,Thurs,2019-04-18,01-04,0.37,1.525
abbys,1,Thurs,2019-04-25,01-05,0.35,1.469
abbys,1,Thurs,2019-05-02,01-06,0.37,1.489
abbys,1,Thurs,2019-05-09,01-07,0.40,1.402
abbys,1,Thurs,2019-05-30,01-08,0.37,1.550
abbys,1,Thurs,2019-05-30,01-09,0.33,1.456
abbys,1,Thurs,2019-06-13,01-10,0.28,1.231
this is us,4,Tues,2019-09-24,04-01,1.84,7.883
this is us,4,Tues,2019-10-01,04-02,1.68,7.440
this is us,4,Tues,2019-10-08,04-03,1.65,7.250
this is us,4,Tues,2019-10-15,04-04,1.53,6.716
this is us,4,Tues,2019-10-22,04-05,1.57,7.058
this is us,4,Tues,2019-10-29,04-06,1.40,6.759
this is us,4,Tues,2019-11-05,04-07,1.34,6.720
this is us,4,Tues,2019-11-12,04-08,1.37,7.100
this is us,4,Tues,2019-11-19,04-09,1.52,7.303
this is us,4,Tues,2020-01-14,04-10,1.47,6.712
this is us,4,Tues,2020-01-21,04-11,1.41,6.590
this is us,4,Tues,2020-01-28,04-12,1.36,6.419
this is us,4,Tues,2020-02-11,04-13,1.38,6.401
this is us,4,Tues,2020-02-18,04-14,1.35,6.459
this is us,4,Tues,2020-02-25,04-15,1.39,6.975
this is us,4,Tues,2020-03-10,04-16,1.15,5.621
this is us,4,Tues,2020-03-17,04-17,1.40,7.065
this is us,4,Tues,2020-03-24,04-18,1.73,7.964
the parent test,1,Thurs,2022-12-15,01-01,0.40,1.992
the parent test,1,Thurs,2023-01-05,01-02,0.45,2.344
the parent test,1,Thurs,2023-01-12,01-03,0.35,1.977
the parent test,1,Thurs,2023-01-19,01-04,0.36,2.080
the parent test,1,Thurs,2023-01-26,01-05,0.32,1.892
the parent test,1,Thurs,2023-02-02,01-06,0.39,2.024
the parent test,1,Thurs,2023-02-09,01-07,0.32,1.974
the parent test,1,Thurs,2023-02-09,01-08,0.29,1.657
the parent test,1,Thurs,2023-02-16,01-09,0.32,1.947
the parent test,1,Thurs,2023-02-16,01-10,0.27,1.488
fear the walking dead,7,Sun,2021-10-17,07-01,0.26,1.087
fear the walking dead,7,Sun,2021-10-24,07-02,0.22,0.955
fear the walking dead,7,Sun,2021-10-31,07-03,0.18,0.871
fear the walking dead,7,Sun,2021-11-07,07-04,0.15,0.733
fear the walking dead,7,Sun,2021-11-14,07-05,0.16,0.931
fear the walking dead,7,Sun,2021-11-21,07-06,0.16,0.880
fear the walking dead,7,Sun,2021-11-28,07-07,0.18,0.940
fear the walking dead,7,Sun,2021-12-05,07-08,0.15,0.837
fear the walking dead,7,Sun,2022-04-17,07-09,0.15,0.835
fear the walking dead,7,Sun,2022-04-24,07-10,0.15,0.789
fear the walking dead,7,Sun,2022-05-01,07-11,0.14,0.743
fear the walking dead,7,Sun,2022-05-08,07-12,0.14,0.717
fear the walking dead,7,Sun,2022-05-15,07-13,0.13,0.738
fear the walking dead,7,Sun,2022-05-22,07-14,0.11,0.658
fear the walking dead,7,Sun,2022-05-29,07-15,0.08,0.598
fear the walking dead,7,Sun,2022-06-05,07-16,0.11,0.710
bitten,3,Mon,2016-02-15,03-01,0.14,0.466
bitten,3,Mon,2016-02-22,03-02,0.10,0.355
bitten,3,Mon,2016-02-29,03-03,0.09,0.372
bitten,3,Mon,2016-03-07,03-04,0.11,0.332
bitten,3,Mon,2016-03-14,03-05,0.09,0.336
bitten,3,Mon,2016-03-21,03-06,0.08,0.339
bitten,3,Mon,2016-03-28,03-07,0.07,0.239
bitten,3,Mon,2016-04-04,03-08,0.08,0.373
bitten,3,Mon,2016-04-18,03-09,0.07,0.354
bitten,3,Mon,2016-04-25,03-10,0.08,0.302
last defense,1,Tues,2018-06-12,01-01,0.50,2.665
last defense,1,Tues,2018-06-19,01-02,0.50,2.130
last defense,1,Tues,2018-06-26,01-03,0.40,2.159
last defense,1,Tues,2018-07-03,01-04,0.40,1.816
last defense,1,Tues,2018-07-10,01-05,0.50,2.439
last defense,1,Tues,2018-07-17,01-06,0.40,1.593
last defense,1,Tues,2018-07-24,01-07,0.30,1.622
run the burbs,1,Mon,2023-07-31,01-01,0.04,0.310
run the burbs,1,Mon,2023-08-07,01-02,0.04,0.246
run the burbs,1,Mon,2023-08-14,01-03,0.03,0.213
run the burbs,1,Mon,2023-08-21,01-04,0.03,0.247
run the burbs,1,Mon,2023-08-28,01-05,0.05,0.326
run the burbs,1,Mon,2023-09-04,01-06,0.05,0.231
run the burbs,1,Mon,2023-09-11,01-07,0.02,0.164
run the burbs,1,Mon,2023-09-18,01-08,0.04,0.193
run the burbs,1,Mon,2023-09-25,01-09,0.03,0.179
run the burbs,1,Mon,2023-10-02,01-10,0.03,0.196
run the burbs,1,Mon,2023-10-09,01-11,0.02,0.161
run the burbs,1,Mon,2023-10-09,01-12,0.03,0.162
how to get away with murder,4,Thurs,2017-09-28,04-01,1.05,3.964
how to get away with murder,4,Thurs,2017-10-05,04-02,0.90,3.875
how to get away with murder,4,Thurs,2017-10-12,04-03,0.98,3.877
how to get away with murder,4,Thurs,2017-10-19,04-04,0.90,3.557
how to get away with murder,4,Thurs,2017-10-26,04-05,0.87,3.562
how to get away with murder,4,Thurs,2017-11-02,04-06,0.90,3.563
how to get away with murder,4,Thurs,2017-11-09,04-07,0.89,3.708
how to get away with murder,4,Thurs,2017-11-16,04-08,0.94,3.718
how to get away with murder,4,Thurs,2018-01-18,04-09,0.98,3.797
how to get away with murder,4,Thurs,2018-01-25,04-10,0.95,3.537
how to get away with murder,4,Thurs,2018-02-01,04-11,1.01,3.684
how to get away with murder,4,Thurs,2018-02-08,04-12,0.80,3.258
how to get away with murder,4,Thurs,2018-03-01,04-13,1.06,4.142
how to get away with murder,4,Thurs,2018-03-08,04-14,0.90,3.361
how to get away with murder,4,Thurs,2018-03-15,04-15,0.96,3.828
downward dog,1,Weds,2017-05-17,01-01,1.08,4.672
downward dog,1,Tues,2017-05-23,01-02,1.00,5.735
downward dog,1,Tues,2017-05-30,01-03,0.70,3.751
downward dog,1,Tues,2017-06-06,01-04,0.70,3.453
downward dog,1,Tues,2017-06-13,01-05,0.70,3.320
downward dog,1,Tues,2017-06-20,01-06,0.60,3.084
downward dog,1,Tues,2017-06-27,01-07,0.50,2.021
downward dog,1,Tues,2017-06-27,01-08,0.40,1.725
better call saul,4,Mon,2018-08-06,04-01,0.56,1.768
better call saul,4,Mon,2018-08-13,04-02,0.43,1.548
better call saul,4,Mon,2018-08-20,04-03,0.43,1.508
better call saul,4,Mon,2018-08-27,04-04,0.39,1.529
better call saul,4,Mon,2018-09-03,04-05,0.43,1.525
better call saul,4,Mon,2018-09-10,04-06,0.39,1.401
better call saul,4,Mon,2018-09-17,04-07,0.41,1.350
better call saul,4,Mon,2018-09-24,04-08,0.47,1.370
better call saul,4,Mon,2018-10-01,04-09,0.45,1.353
better call saul,4,Mon,2018-10-08,04-10,0.47,1.526
9 1 1 lone star,2,Mon,2021-01-18,02-01,0.95,6.025
9 1 1 lone star,2,Mon,2021-01-25,02-02,1.03,5.899
9 1 1 lone star,2,Mon,2021-02-01,02-03,0.84,6.142
9 1 1 lone star,2,Mon,2021-02-08,02-04,0.93,5.586
9 1 1 lone star,2,Mon,2021-02-15,02-05,0.86,5.725
9 1 1 lone star,2,Mon,2021-02-22,02-06,0.84,5.360
9 1 1 lone star,2,Mon,2021-03-01,02-07,0.90,5.337
9 1 1 lone star,2,Mon,2021-03-08,02-08,0.89,5.349
9 1 1 lone star,2,Mon,2021-04-19,02-09,0.86,5.489
9 1 1 lone star,2,Mon,2021-04-26,02-10,0.74,4.917
9 1 1 lone star,2,Mon,2021-05-03,02-11,0.77,5.257
9 1 1 lone star,2,Mon,2021-05-10,02-12,0.77,4.905
9 1 1 lone star,2,Mon,2021-05-17,02-13,0.82,5.200
9 1 1 lone star,2,Mon,2021-05-24,02-14,0.87,5.213
games people play,1,Tues,2019-04-23,01-01,0.27,0.760
games people play,1,Tues,2019-04-30,01-02,0.21,0.532
games people play,1,Tues,2019-05-07,01-03,0.16,0.370
games people play,1,Tues,2019-05-14,01-04,0.17,0.462
games people play,1,Tues,2019-05-21,01-05,0.13,0.377
games people play,1,Tues,2019-05-28,01-06,0.24,0.507
games people play,1,Tues,2019-06-04,01-07,0.15,0.395
games people play,1,Tues,2019-06-11,01-08,0.17,0.411
games people play,1,Tues,2019-06-18,01-09,0.16,0.411
games people play,1,Tues,2019-06-25,01-10,0.24,0.578
greys anatomy,18,Thurs,2021-09-30,18-01,0.77,4.769
greys anatomy,18,Thurs,2021-10-07,18-02,0.64,4.044
greys anatomy,18,Thurs,2021-10-14,18-03,0.61,4.047
greys anatomy,18,Thurs,2021-10-21,18-04,0.63,3.913
greys anatomy,18,Thurs,2021-11-11,18-05,0.70,4.753
greys anatomy,18,Thurs,2021-11-18,18-06,0.61,4.178
greys anatomy,18,Thurs,2021-12-09,18-07,0.54,3.649
greys anatomy,18,Thurs,2021-12-16,18-08,0.61,4.203
greys anatomy,18,Thurs,2022-02-24,18-09,0.78,4.654
greys anatomy,18,Thurs,2022-03-03,18-10,0.63,3.946
greys anatomy,18,Thurs,2022-03-10,18-11,0.61,3.874
greys anatomy,18,Thurs,2022-03-17,18-12,0.51,3.602
greys anatomy,18,Thurs,2022-03-24,18-13,0.64,4.243
greys anatomy,18,Thurs,2022-03-31,18-14,0.55,3.934
greys anatomy,18,Thurs,2022-04-07,18-15,0.63,4.206
greys anatomy,18,Thurs,2022-05-05,18-16,0.65,3.900
greys anatomy,18,Thurs,2022-05-12,18-17,0.49,3.603
greys anatomy,18,Thurs,2022-05-19,18-18,0.60,3.802
greys anatomy,18,Thurs,2022-05-26,18-19,0.65,4.192
greys anatomy,18,Thurs,2022-05-26,18-20,0.65,4.192
2020,39,Fri,2016-09-09,,0.60,3.602
2020,39,Fri,2016-09-09,,0.70,4.586
2020,39,Fri,2016-09-16,,0.80,3.902
2020,39,Fri,2016-09-23,,0.70,3.351
2020,39,Fri,2016-09-30,,0.87,3.895
2020,39,Fri,2016-10-07,,0.77,3.518
2020,39,Fri,2016-10-14,,0.81,3.515
2020,39,Fri,2016-10-21,,0.88,4.014
2020,39,Fri,2016-10-28,,0.71,3.476
2020,39,Fri,2016-11-04,,0.78,3.732
2020,39,Fri,2016-11-11,,1.07,5.207
2020,39,Fri,2016-11-18,,0.66,4.108
2020,39,Weds,2016-11-23,,0.88,4.265
2020,39,Fri,2016-11-25,,0.58,3.012
2020,39,Fri,2016-12-02,,1.16,6.444
2020,39,Fri,2016-12-09,,0.80,3.918
2020,39,Fri,2016-12-16,,0.95,5.130
2020,39,Fri,2016-12-23,,0.90,4.833
2020,39,Tues,2016-12-27,,0.86,3.283
2020,39,Fri,2016-12-30,,0.80,5.107
2020,39,Fri,2017-01-06,,1.33,6.248
2020,39,Fri,2017-01-13,,1.13,5.869
2020,39,Fri,2017-01-20,,0.93,4.430
2020,39,Fri,2017-01-27,,0.83,5.511
2020,39,Fri,2017-02-03,,0.98,4.565
2020,39,Fri,2017-02-10,,0.91,4.572
2020,39,Fri,2017-02-17,,0.88,4.129
2020,39,Fri,2017-02-24,,1.03,4.916
2020,39,Fri,2017-03-10,,0.83,3.812
2020,39,Fri,2017-03-24,,0.72,3.823
2020,39,Fri,2017-03-31,,0.75,3.620
2020,39,Fri,2017-04-07,,0.82,4.128
2020,39,Fri,2017-04-14,,0.87,3.795
2020,39,Fri,2017-04-21,,0.77,4.190
2020,39,Fri,2017-05-05,,0.89,3.857
2020,39,Fri,2017-05-12,,0.63,3.239
2020,39,Fri,2017-05-19,,0.63,2.732
2020,39,Fri,2017-06-02,,0.80,3.838
2020,39,Fri,2017-06-16,,0.50,3.260
2020,39,Fri,2017-06-23,,1.00,4.750
2020,39,Fri,2017-06-30,,0.80,4.150
2020,39,Fri,2017-07-07,,0.60,3.160
2020,39,Fri,2017-07-14,,0.60,3.445
password,2,Tues,2024-03-12,02-01,0.28,3.149
password,2,Tues,2024-03-19,02-02,0.27,2.860
if loving you is wrong,3,Tues,2017-09-19,03-01,0.49,1.891
if loving you is wrong,3,Tues,2017-09-26,03-02,0.44,1.696
if loving you is wrong,3,Tues,2017-10-03,03-03,0.47,1.933
if loving you is wrong,3,Tues,2017-10-10,03-04,0.42,1.808
if loving you is wrong,3,Tues,2017-10-17,03-05,0.44,1.839
if loving you is wrong,3,Tues,2017-10-24,03-06,0.43,1.785
if loving you is wrong,3,Tues,2017-11-07,03-07,0.44,1.716
if loving you is wrong,3,Tues,2017-11-14,03-08,0.46,1.786
if loving you is wrong,3,Tues,2017-11-21,03-09,0.43,1.771
if loving you is wrong,3,Weds,2018-01-10,03-10,0.36,1.389
if loving you is wrong,3,Weds,2018-01-17,03-11,0.37,1.597
if loving you is wrong,3,Weds,2018-01-24,03-12,0.35,1.547
if loving you is wrong,3,Weds,2018-01-31,03-13,0.30,1.473
if loving you is wrong,3,Weds,2018-02-07,03-14,0.36,1.517
if loving you is wrong,3,Weds,2018-02-14,03-15,0.34,1.459
if loving you is wrong,3,Weds,2018-02-21,03-16,0.30,1.492
if loving you is wrong,3,Weds,2018-02-28,03-17,0.31,1.525
if loving you is wrong,3,Weds,2018-03-07,03-18,0.32,1.545
the son,2,Sat,2019-04-27,02-01,0.09,0.674
the son,2,Sat,2019-05-04,02-02,0.06,0.612
the son,2,Sat,2019-05-11,02-03,0.09,0.654
the son,2,Sat,2019-05-18,02-04,0.06,0.527
the son,2,Sat,2019-05-25,02-05,0.07,0.560
the son,2,Sat,2019-06-01,02-06,0.11,0.559
the son,2,Sat,2019-06-08,02-07,0.06,0.559
the son,2,Sat,2019-06-15,02-08,0.06,0.593
the son,2,Sat,2019-06-22,02-09,0.08,0.646
the son,2,Sat,2019-06-29,02-10,0.05,0.656
i am frankie,2,Sat,2018-08-11,02-01,0.22,0.902
i am frankie,2,Sat,2018-08-11,02-02,0.22,0.902
i am frankie,2,Mon,2018-09-10,02-03,0.20,0.922
i am frankie,2,Tues,2018-09-11,02-04,0.19,0.907
i am frankie,2,Weds,2018-09-12,02-05,0.16,0.789
i am frankie,2,Thurs,2018-09-13,02-06,0.15,0.762
i am frankie,2,Fri,2018-09-14,02-07,0.18,0.791
i am frankie,2,Mon,2018-09-17,02-08,0.16,0.637
i am frankie,2,Tues,2018-09-18,02-09,0.16,0.748
i am frankie,2,Weds,2018-09-19,02-10,0.14,0.661
i am frankie,2,Thurs,2018-09-20,02-11,0.16,0.891
i am frankie,2,Fri,2018-09-21,02-12,0.19,0.811
i am frankie,2,Mon,2018-09-24,02-13,0.14,0.731
i am frankie,2,Tues,2018-09-25,02-14,0.15,0.693
i am frankie,2,Weds,2018-09-26,02-15,0.16,0.786
i am frankie,2,Thurs,2018-09-27,02-16,0.20,0.869
i am frankie,2,Fri,2018-09-28,02-17,0.18,0.847
i am frankie,2,Mon,2018-10-01,02-18,0.16,0.688
i am frankie,2,Tues,2018-10-02,02-19,0.15,0.663
i am frankie,2,Weds,2018-10-03,02-20,0.19,0.762
i am frankie,2,Thurs,2018-10-04,02-21,0.17,0.812
i am frankie,2,Thurs,2018-10-04,02-22,0.15,0.743
undercover boss celebrity edition,1,Fri,2018-05-11,01-01,0.60,5.025
undercover boss celebrity edition,1,Fri,2018-05-18,01-02,0.60,4.602
undercover boss celebrity edition,1,Fri,2018-05-25,01-03,0.50,3.357
undercover boss celebrity edition,1,Fri,2018-06-01,01-04,0.70,4.824
undercover boss celebrity edition,1,Fri,2018-06-08,01-05,0.60,4.440
undercover boss celebrity edition,1,Fri,2018-06-15,01-06,0.70,4.087
undercover boss celebrity edition,1,Fri,2018-06-22,01-07,0.60,4.098
tyler perrys sistas,5,Weds,2022-10-12,05-01,0.17,0.906
tyler perrys sistas,5,Weds,2022-10-19,05-02,0.18,0.922
tyler perrys sistas,5,Weds,2022-10-26,05-03,0.19,0.987
tyler perrys sistas,5,Weds,2022-11-02,05-04,0.17,0.946
tyler perrys sistas,5,Weds,2022-11-09,05-05,0.19,1.009
tyler perrys sistas,5,Weds,2022-11-16,05-06,0.21,0.977
tyler perrys sistas,5,Weds,2022-11-23,05-07,0.17,0.977
tyler perrys sistas,5,Weds,2022-11-30,05-08,0.20,1.000
tyler perrys sistas,5,Weds,2022-12-07,05-09,0.21,1.034
tyler perrys sistas,5,Weds,2022-12-14,05-10,0.18,0.957
tyler perrys sistas,5,Weds,2022-12-21,05-11,0.21,1.001
tyler perrys sistas,5,Weds,2023-01-04,05-12,0.22,1.014
tyler perrys sistas,5,Weds,2023-01-11,05-13,0.23,0.992
tyler perrys sistas,5,Weds,2023-01-18,05-14,0.24,0.986
tyler perrys sistas,5,Weds,2023-01-25,05-15,0.24,1.066
tyler perrys sistas,5,Weds,2023-02-01,05-16,0.24,1.026
tyler perrys sistas,5,Weds,2023-02-08,05-17,0.20,0.955
tyler perrys sistas,5,Weds,2023-02-15,05-18,0.21,0.886
tyler perrys sistas,5,Weds,2023-02-22,05-19,0.19,0.956
tyler perrys sistas,5,Weds,2023-03-01,05-20,0.21,0.999
