Show Name,Season,Day of Week,Air Date,Episode,18-49 Demo,Viewers (millions)
tyler perrys sistas,5,Weds,2023-03-08,05-21,0.26,1.035
tyler perrys sistas,5,Weds,2023-03-15,05-22,0.21,0.963
law order,23,Thurs,2024-01-18,23-01,0.48,5.320
law order,23,Thurs,2024-01-25,23-02,0.38,4.604
law order,23,Thurs,2024-02-01,23-03,0.42,4.852
law order,23,Thurs,2024-02-08,23-04,0.38,4.564
law order,23,Thurs,2024-02-22,23-05,0.47,4.868
law order,23,Thurs,2024-02-29,23-06,0.40,4.703
law order,23,Thurs,2024-03-14,23-07,0.37,4.190
the bachelor,28,Mon,2024-01-22,28-01,0.53,3.178
the bachelor,28,Mon,2024-01-29,28-02,0.55,3.157
the bachelor,28,Mon,2024-02-05,28-03,0.58,3.216
the bachelor,28,Mon,2024-02-12,28-04,0.61,3.493
the bachelor,28,Tues,2024-02-13,28-05,0.56,3.206
the bachelor,28,Mon,2024-02-19,28-06,0.56,3.428
the bachelor,28,Mon,2024-02-26,28-07,0.62,3.596
the bachelor,28,Mon,2024-03-04,28-08,0.69,3.619
the bachelor,28,Mon,2024-03-11,28-09,0.68,3.790
the bachelor,28,Mon,2024-03-18,28-10,0.59,3.425
ncis hawaii,3,Mon,2024-02-12,03-01,0.38,5.555
ncis hawaii,3,Mon,2024-02-19,03-02,0.38,5.218
ncis hawaii,3,Mon,2024-02-26,03-03,0.41,5.403
ncis hawaii,3,Mon,2024-03-04,03-04,0.40,5.397
tacoma fd,2,Thurs,2020-03-26,02-01,0.22,0.411
tacoma fd,2,Thurs,2020-04-02,02-02,0.16,0.304
tacoma fd,2,Thurs,2020-04-09,02-03,0.17,0.345
tacoma fd,2,Thurs,2020-04-16,02-04,0.14,0.282
tacoma fd,2,Thurs,2020-04-23,02-05,0.17,0.319
tacoma fd,2,Thurs,2020-04-30,02-06,0.17,0.304
tacoma fd,2,Thurs,2020-07-23,02-07,0.11,0.198
tacoma fd,2,Thurs,2020-07-30,02-08,0.12,0.251
tacoma fd,2,Thurs,2020-08-06,02-09,0.10,0.198
tacoma fd,2,Thurs,2020-08-13,02-10,0.14,0.270
tacoma fd,2,Thurs,2020-08-20,02-11,0.11,0.215
tacoma fd,2,Thurs,2020-08-27,02-12,0.14,0.303
tacoma fd,2,Thurs,2020-09-03,02-13,0.10,0.185
black lightning,4,Mon,2021-02-08,04-01,0.15,0.515
black lightning,4,Mon,2021-02-15,04-02,0.13,0.438
black lightning,4,Mon,2021-02-22,04-03,0.09,0.368
black lightning,4,Mon,2021-03-01,04-04,0.13,0.413
black lightning,4,Mon,2021-03-08,04-05,0.16,0.455
black lightning,4,Mon,2021-03-15,04-06,0.12,0.483
black lightning,4,Mon,2021-04-12,04-07,0.09,0.391
black lightning,4,Mon,2021-04-19,04-08,0.12,0.419
black lightning,4,Mon,2021-04-26,04-09,0.09,0.319
black lightning,4,Mon,2021-05-03,04-10,0.08,0.317
black lightning,4,Mon,2021-05-10,04-11,0.07,0.303
black lightning,4,Mon,2021-05-17,04-12,0.13,0.361
black lightning,4,Mon,2021-05-24,04-13,0.16,0.496
the irrational,1,Mon,2023-09-25,01-01,0.34,3.811
the irrational,1,Mon,2023-10-02,01-02,0.29,3.977
the irrational,1,Mon,2023-10-09,01-03,0.31,3.936
the irrational,1,Mon,2023-10-16,01-04,0.24,3.497
the irrational,1,Mon,2023-10-23,01-05,0.29,3.732
the irrational,1,Mon,2023-10-30,01-06,0.27,3.540
the irrational,1,Mon,2023-11-06,01-07,0.28,3.736
the irrational,1,Mon,2023-11-15,01-08,0.34,3.811
the irrational,1,Mon,2024-01-29,01-09,0.27,3.129
the irrational,1,Mon,2024-02-05,01-10,0.24,3.145
the irrational,1,Mon,2024-02-12,01-11,0.19,2.578
the irrational,1,Mon,2024-02-19,01-12,0.18,2.417
riverdale,1,Thurs,2017-01-26,01-01,0.51,1.378
riverdale,1,Thurs,2017-02-02,01-02,0.43,1.151
riverdale,1,Thurs,2017-02-09,01-03,0.46,1.197
riverdale,1,Thurs,2017-02-16,01-04,0.44,1.139
riverdale,1,Thurs,2017-02-23,01-05,0.34,0.975
riverdale,1,Thurs,2017-03-02,01-06,0.38,1.089
riverdale,1,Thurs,2017-03-09,01-07,0.38,1.028
riverdale,1,Thurs,2017-03-30,01-08,0.39,0.992
riverdale,1,Thurs,2017-04-06,01-09,0.35,0.907
riverdale,1,Thurs,2017-04-13,01-10,0.32,0.872
riverdale,1,Thurs,2017-04-27,01-11,0.34,0.885
riverdale,1,Thurs,2017-05-04,01-12,0.35,0.977
riverdale,1,Thurs,2017-05-11,01-13,0.41,0.962
aftermath,1,Tues,2016-09-27,01-01,0.16,0.634
aftermath,1,Tues,2016-10-04,01-02,0.19,0.755
aftermath,1,Tues,2016-10-11,01-03,0.15,0.655
aftermath,1,Tues,2016-10-18,01-04,0.20,0.599
aftermath,1,Tues,2016-10-25,01-05,0.19,0.600
aftermath,1,Tues,2016-11-01,01-06,0.14,0.551
aftermath,1,Tues,2016-11-08,01-07,0.13,0.517
aftermath,1,Tues,2016-11-15,01-08,0.15,0.561
aftermath,1,Tues,2016-11-22,01-09,0.17,0.543
aftermath,1,Tues,2016-11-29,01-10,0.17,0.607
aftermath,1,Tues,2016-12-06,01-11,0.12,0.495
aftermath,1,Tues,2016-12-13,01-12,0.13,0.506
aftermath,1,Tues,2016-12-20,01-13,0.16,0.701
dispatches from elsewhere,1,Sun,2020-03-01,01-01,0.25,0.938
dispatches from elsewhere,1,Mon,2020-03-02,01-02,0.09,0.352
dispatches from elsewhere,1,Mon,2020-03-09,01-03,0.05,0.240
dispatches from elsewhere,1,Mon,2020-03-16,01-04,0.07,0.279
dispatches from elsewhere,1,Mon,2020-03-23,01-05,0.06,0.212
dispatches from elsewhere,1,Mon,2020-03-30,01-06,0.06,0.228
dispatches from elsewhere,1,Mon,2020-04-06,01-07,0.07,0.292
dispatches from elsewhere,1,Mon,2020-04-13,01-08,0.07,0.269
dispatches from elsewhere,1,Mon,2020-04-20,01-09,0.05,0.212
dispatches from elsewhere,1,Mon,2020-04-27,01-10,0.03,0.198
what we do in the shadows,2,Weds,2020-04-15,02-01,0.17,0.409
what we do in the shadows,2,Weds,2020-04-22,02-02,0.22,0.556
what we do in the shadows,2,Weds,2020-04-29,02-03,0.23,0.618
what we do in the shadows,2,Weds,2020-05-06,02-04,0.15,0.378
what we do in the shadows,2,Weds,2020-05-13,02-05,0.19,0.436
what we do in the shadows,2,Weds,2020-05-20,02-06,0.15,0.377
what we do in the shadows,2,Weds,2020-05-27,02-07,0.17,0.443
what we do in the shadows,2,Weds,2020-06-03,02-08,0.15,0.433
what we do in the shadows,2,Weds,2020-06-10,02-09,0.17,0.406
americas got talent the champions,2,Mon,2020-01-06,02-01,1.29,8.061
americas got talent the champions,2,Mon,2020-01-13,02-02,0.96,6.521
americas got talent the champions,2,Mon,2020-01-20,02-03,1.09,7.046
americas got talent the champions,2,Mon,2020-01-27,02-04,1.14,7.349
americas got talent the champions,2,Mon,2020-02-03,02-05,1.06,6.736
americas got talent the champions,2,Mon,2020-02-10,02-06,1.03,7.600
americas got talent the champions,2,Mon,2020-02-17,02-07,1.17,7.607
down to earth with zac efron,1,Tues,2023-07-18,01-01,0.03,0.306
down to earth with zac efron,1,Tues,2023-07-25,01-02,0.05,0.232
chicago pd,7,Weds,2019-09-25,07-01,1.09,6.489
chicago pd,7,Weds,2019-10-02,07-02,0.99,5.901
chicago pd,7,Weds,2019-10-09,07-03,0.99,6.335
chicago pd,7,Weds,2019-10-16,07-04,1.35,8.617
chicago pd,7,Weds,2019-10-23,07-05,1.15,6.640
chicago pd,7,Weds,2019-10-30,07-06,1.07,6.293
chicago pd,7,Weds,2019-11-06,07-07,0.96,6.444
chicago pd,7,Weds,2019-11-13,07-08,0.99,6.471
chicago pd,7,Weds,2019-11-20,07-09,1.11,6.875
chicago pd,7,Weds,2020-01-08,07-10,1.04,7.018
chicago pd,7,Weds,2020-01-15,07-11,1.09,6.778
chicago pd,7,Weds,2020-01-22,07-12,0.98,6.911
chicago pd,7,Weds,2020-02-05,07-13,1.06,7.143
chicago pd,7,Weds,2020-02-12,07-14,1.03,6.997
chicago pd,7,Weds,2020-02-26,07-15,1.19,8.116
chicago pd,7,Weds,2020-03-04,07-16,1.02,7.078
chicago pd,7,Weds,2020-03-18,07-17,1.18,7.503
chicago pd,7,Weds,2020-03-25,07-18,1.24,7.748
chicago pd,7,Weds,2020-04-08,07-19,1.09,7.747
chicago pd,7,Weds,2020-04-15,07-20,1.10,7.818
the bachelorette,17,Mon,2021-06-08,17-01,0.98,3.770
the bachelorette,17,Mon,2021-06-14,17-02,0.85,3.321
the bachelorette,17,Mon,2021-06-21,17-03,0.92,3.485
the bachelorette,17,Mon,2021-06-28,17-04,0.77,3.316
the bachelorette,17,Mon,2021-07-05,17-05,0.82,3.524
the bachelorette,17,Mon,2021-07-12,17-06,0.87,3.713
the bachelorette,17,Mon,2021-07-19,17-07,0.94,3.865
the bachelorette,17,Mon,2021-07-26,17-08,0.80,3.360
the bachelorette,17,Mon,2021-08-02,17-09,1.00,3.664
the bachelorette,17,Mon,2021-08-09,17-10,1.26,4.596
ash vs evil dead,3,Sun,2018-02-25,03-01,0.10,0.225
ash vs evil dead,3,Sun,2018-03-04,03-02,0.07,0.171
ash vs evil dead,3,Sun,2018-03-11,03-03,0.08,0.160
ash vs evil dead,3,Sun,2018-03-18,03-04,0.06,0.176
ash vs evil dead,3,Sun,2018-03-25,03-05,0.10,0.179
ash vs evil dead,3,Sun,2018-04-01,03-06,0.07,0.196
ash vs evil dead,3,Sun,2018-04-08,03-07,0.06,0.136
ash vs evil dead,3,Sun,2018-04-15,03-08,0.08,0.175
ash vs evil dead,3,Sun,2018-04-22,03-09,0.05,0.130
ash vs evil dead,3,Sun,2018-04-29,03-10,0.09,0.174
tyler perrys house of payne,8,Tues,2021-05-25,08-01,0.15,0.559
tyler perrys house of payne,8,Tues,2021-06-01,08-02,0.15,0.592
tyler perrys house of payne,8,Tues,2021-06-08,08-03,0.12,0.623
tyler perrys house of payne,8,Tues,2021-06-15,08-04,0.14,0.623
tyler perrys house of payne,8,Tues,2021-06-22,08-05,0.13,0.551
tyler perrys house of payne,8,Tues,2021-06-29,08-06,0.14,0.473
tyler perrys house of payne,8,Tues,2021-07-06,08-07,0.15,0.512
tyler perrys house of payne,8,Tues,2021-07-13,08-08,0.13,0.573
tyler perrys house of payne,8,Tues,2021-10-12,08-09,0.16,0.623
tyler perrys house of payne,8,Tues,2021-10-19,08-10,0.09,0.500
tyler perrys house of payne,8,Tues,2021-10-26,08-11,0.14,0.516
tyler perrys house of payne,8,Tues,2021-11-02,08-12,0.10,0.462
tyler perrys house of payne,8,Tues,2021-11-09,08-13,0.10,0.492
tyler perrys house of payne,8,Tues,2021-11-16,08-14,0.11,0.497
tyler perrys house of payne,8,Tues,2021-11-23,08-15,0.12,0.529
tyler perrys house of payne,8,Tues,2021-11-30,08-16,0.16,0.711
tyler perrys house of payne,8,Tues,2021-12-07,08-17,0.11,0.494
tyler perrys house of payne,8,Tues,2021-12-14,08-18,0.15,0.547
tyler perrys house of payne,8,Tues,2021-12-21,08-19,0.12,0.554
tyler perrys house of payne,8,Tues,2022-01-04,08-20,0.13,0.483
tyler perrys house of payne,8,Tues,2022-01-11,08-21,0.12,0.516
tyler perrys house of payne,8,Tues,2022-01-18,08-22,0.18,0.643
the amazing race,33,Weds,2022-01-05,33-01,0.69,4.395
the amazing race,33,Weds,2022-01-05,33-02,0.69,4.395
the amazing race,33,Weds,2022-01-12,33-03,0.49,3.491
the amazing race,33,Weds,2022-01-19,33-04,0.67,3.663
the amazing race,33,Weds,2022-01-26,33-05,0.58,3.927
the amazing race,33,Weds,2022-02-02,33-06,0.64,3.759
the amazing race,33,Weds,2022-02-09,33-07,0.55,2.969
the amazing race,33,Weds,2022-02-16,33-08,0.47,3.166
the amazing race,33,Weds,2022-02-23,33-09,0.54,3.283
the amazing race,33,Weds,2022-03-02,33-10,0.66,3.973
the amazing race,33,Weds,2022-03-02,33-11,0.66,3.973
angie tribeca,3,Mon,2017-04-10,03-01,0.31,0.645
angie tribeca,3,Mon,2017-04-17,03-02,0.30,0.560
angie tribeca,3,Mon,2017-04-24,03-03,0.25,0.572
angie tribeca,3,Mon,2017-05-01,03-04,0.24,0.482
angie tribeca,3,Mon,2017-05-08,03-05,0.34,0.663
angie tribeca,3,Mon,2017-05-15,03-06,0.26,0.552
angie tribeca,3,Mon,2017-05-22,03-07,0.27,0.557
angie tribeca,3,Mon,2017-05-29,03-08,0.28,0.553
angie tribeca,3,Mon,2017-06-05,03-09,0.30,0.569
angie tribeca,3,Mon,2017-06-12,03-10,0.24,0.508
masterchef junior,5,Thurs,2017-02-09,05-01,1.29,4.208
masterchef junior,5,Thurs,2017-02-16,05-02,1.09,3.718
masterchef junior,5,Thurs,2017-02-23,05-03,1.19,3.830
masterchef junior,5,Thurs,2017-03-02,05-04,1.13,3.627
masterchef junior,5,Thurs,2017-03-09,05-05,1.13,3.793
masterchef junior,5,Thurs,2017-03-16,05-06,1.10,3.963
masterchef junior,5,Thurs,2017-03-23,05-07,1.08,3.806
masterchef junior,5,Thurs,2017-03-30,05-08,1.02,3.581
masterchef junior,5,Thurs,2017-04-06,05-09,0.95,3.207
masterchef junior,5,Thurs,2017-04-13,05-10,0.90,3.332
masterchef junior,5,Thurs,2017-04-20,05-11,1.02,3.585
masterchef junior,5,Thurs,2017-05-04,05-12,0.98,3.335
masterchef junior,5,Thurs,2017-05-11,05-13,0.87,2.946
masterchef junior,5,Thurs,2017-05-18,05-14,0.89,3.368
masterchef junior,5,Thurs,2017-05-18,05-15,1.03,3.663
the bachelorette,20,Mon,2023-06-26,20-01,0.35,1.924
the bachelorette,20,Mon,2023-07-03,20-02,0.27,1.768
the bachelorette,20,Mon,2023-07-10,20-03,0.36,1.930
the bachelorette,20,Mon,2023-07-17,20-04,0.38,2.139
the bachelorette,20,Mon,2023-07-24,20-05,0.46,2.599
the bachelorette,20,Mon,2023-07-31,20-06,0.41,2.527
the bachelorette,20,Mon,2023-08-07,20-07,0.56,2.981
the bachelorette,20,Mon,2023-08-14,20-08,0.41,2.636
the bachelorette,20,Mon,2023-08-21,20-09,0.53,2.985
gong show,2,Thurs,2018-06-21,02-01,0.50,3.115
gong show,2,Thurs,2018-06-28,02-02,0.50,3.130
gong show,2,Thurs,2018-07-05,02-03,0.60,3.437
gong show,2,Thurs,2018-07-12,02-04,0.50,2.915
gong show,2,Thurs,2018-07-19,02-05,0.50,2.357
gong show,2,Thurs,2018-07-26,02-06,0.50,2.742
gong show,2,Thurs,2018-08-02,02-07,0.50,2.966
gong show,2,Thurs,2018-08-09,02-08,0.40,2.346
gong show,2,Thurs,2018-08-23,02-09,0.50,2.793
gong show,2,Thurs,2018-08-30,02-10,0.40,2.288
love island,1,Tues,2019-07-09,01-01,0.57,2.612
love island,1,Weds,2019-07-10,01-02,0.57,2.588
love island,1,Thurs,2019-07-11,01-03,0.59,2.514
love island,1,Fri,2019-07-12,01-04,0.36,2.029
love island,1,Mon,2019-07-15,01-05,0.48,1.983
love island,1,Tues,2019-07-16,01-06,0.51,2.245
love island,1,Weds,2019-07-17,01-07,0.55,2.402
love island,1,Thurs,2019-07-18,01-08,0.51,2.245
love island,1,Fri,2019-07-19,01-09,0.48,2.158
love island,1,Mon,2019-07-22,01-10,0.42,1.876
love island,1,Tues,2019-07-23,01-11,0.44,2.140
love island,1,Weds,2019-07-24,01-12,0.51,2.244
love island,1,Thurs,2019-07-25,01-13,0.50,2.178
love island,1,Fri,2019-07-26,01-14,0.34,1.966
love island,1,Mon,2019-07-29,01-15,0.45,2.052
love island,1,Tues,2019-07-30,01-16,0.42,1.910
love island,1,Weds,2019-07-31,01-17,0.53,2.381
love island,1,Thurs,2019-08-01,01-18,0.49,2.259
love island,1,Fri,2019-08-02,01-19,0.34,1.918
love island,1,Mon,2019-08-05,01-20,0.41,2.002
love island,1,Tues,2019-08-06,01-21,0.39,1.949
love island,1,Weds,2019-08-07,01-22,0.50,2.543
the outpost,3,Thurs,2020-10-08,03-01,0.12,0.461
the outpost,3,Thurs,2020-10-15,03-02,0.13,0.588
the outpost,3,Thurs,2020-10-22,03-03,0.08,0.428
the outpost,3,Thurs,2020-10-29,03-04,0.08,0.438
the outpost,3,Thurs,2020-11-05,03-05,0.08,0.438
the outpost,3,Thurs,2020-11-12,03-06,0.08,0.419
the outpost,3,Sun,2020-11-22,03-07,0.07,0.376
the outpost,3,Sun,2020-11-29,03-08,0.03,0.254
the outpost,3,Sun,2020-12-06,03-09,0.10,0.341
the outpost,3,Sun,2020-12-13,03-10,0.03,0.257
the outpost,3,Sun,2020-12-20,03-11,0.10,0.316
the outpost,3,Sun,2020-12-27,03-12,0.04,0.313
the outpost,3,Sun,2021-01-03,03-13,0.05,0.290
the outpost,3,Thurs,2021-07-15,03-14,0.04,0.449
the outpost,3,Thurs,2021-07-22,03-15,0.06,0.446
the outpost,3,Thurs,2021-07-29,03-16,0.04,0.447
the outpost,3,Thurs,2021-08-05,03-17,0.04,0.331
the outpost,3,Thurs,2021-08-12,03-18,0.07,0.492
the outpost,3,Thurs,2021-08-19,03-19,0.05,0.462
the outpost,3,Thurs,2021-08-26,03-20,0.05,0.462
the outpost,3,Thurs,2021-09-02,03-21,0.04,0.389
the outpost,3,Thurs,2021-09-09,03-22,0.04,0.327
the outpost,3,Thurs,2021-09-16,03-23,0.05,0.372
the outpost,3,Thurs,2021-09-23,03-24,0.05,0.345
the outpost,3,Thurs,2021-09-30,03-25,0.03,0.318
the outpost,3,Thurs,2021-10-07,03-26,0.03,0.315
kung fu,1,Weds,2021-04-07,01-01,0.22,1.399
kung fu,1,Weds,2021-04-14,01-02,0.20,1.372
kung fu,1,Weds,2021-04-21,01-03,0.16,1.067
kung fu,1,Weds,2021-04-28,01-04,0.18,1.051
kung fu,1,Weds,2021-05-05,01-05,0.15,0.956
kung fu,1,Weds,2021-05-12,01-06,0.15,0.955
kung fu,1,Weds,2021-05-26,01-07,0.11,0.823
kung fu,1,Weds,2021-06-02,01-08,0.10,0.818
kung fu,1,Weds,2021-06-23,01-09,0.12,0.842
kung fu,1,Weds,2021-06-30,01-10,0.09,0.803
kung fu,1,Weds,2021-07-07,01-11,0.09,0.822
kung fu,1,Weds,2021-07-14,01-12,0.09,0.759
kung fu,1,Weds,2021-07-21,01-13,0.09,0.824
12 monkeys,2,Mon,2016-04-18,02-01,0.14,0.476
12 monkeys,2,Mon,2016-04-25,02-02,0.10,0.318
12 monkeys,2,Mon,2016-05-02,02-03,0.11,0.405
12 monkeys,2,Mon,2016-05-09,02-04,0.12,0.425
12 monkeys,2,Mon,2016-05-16,02-05,0.12,0.367
12 monkeys,2,Mon,2016-05-23,02-06,0.08,0.348
12 monkeys,2,Mon,2016-05-30,02-07,0.12,0.423
12 monkeys,2,Mon,2016-06-06,02-08,0.12,0.425
12 monkeys,2,Mon,2016-06-13,02-09,0.10,0.349
12 monkeys,2,Mon,2016-06-20,02-10,0.11,0.389
12 monkeys,2,Mon,2016-06-27,02-11,0.14,0.398
12 monkeys,2,Mon,2016-07-11,02-12,0.15,0.472
12 monkeys,2,Mon,2016-07-18,02-13,0.12,0.431
those who cant,3,Mon,2019-01-14,03-01,0.08,0.163
those who cant,3,Mon,2019-01-21,03-02,0.07,0.145
those who cant,3,Mon,2019-01-28,03-03,0.06,0.165
those who cant,3,Mon,2019-02-04,03-04,0.08,0.162
those who cant,3,Mon,2019-02-11,03-05,0.09,0.171
those who cant,3,Mon,2019-02-18,03-06,0.08,0.137
those who cant,3,Mon,2019-02-25,03-07,0.07,0.136
those who cant,3,Mon,2019-03-04,03-08,0.07,0.175
those who cant,3,Mon,2019-03-11,03-09,0.06,0.130
those who cant,3,Mon,2019-03-18,03-10,0.12,0.190
those who cant,3,Mon,2019-03-25,03-11,0.09,0.159
those who cant,3,Mon,2019-04-01,03-12,0.05,0.114
those who cant,3,Mon,2019-04-08,03-13,0.06,0.129
bless the harts,2,Sun,2020-09-27,02-01,0.80,2.054
bless the harts,2,Sun,2020-10-04,02-02,0.30,0.948
bless the harts,2,Sun,2020-10-11,02-03,0.40,1.036
bless the harts,2,Sun,2020-11-01,02-04,0.80,2.225
bless the harts,2,Sun,2020-11-08,02-05,0.40,1.200
bless the harts,2,Sun,2020-11-15,02-06,0.67,1.794
bless the harts,2,Sun,2020-11-22,02-07,0.70,1.987
bless the harts,2,Sun,2020-12-06,02-08,0.40,1.074
bless the harts,2,Sun,2020-12-13,02-09,0.70,1.966
bless the harts,2,Sun,2021-02-21,02-10,0.25,0.739
bless the harts,2,Sun,2021-02-28,02-11,0.34,1.044
bless the harts,2,Sun,2021-03-07,02-12,0.30,0.873
bless the harts,2,Sun,2021-03-14,02-13,0.33,0.992
bless the harts,2,Sun,2021-03-21,02-14,0.26,0.864
bless the harts,2,Sun,2021-03-28,02-15,0.18,0.561
bless the harts,2,Sun,2021-04-04,02-16,0.11,0.452
bless the harts,2,Sun,2021-04-11,02-17,0.25,0.735
bless the harts,2,Sun,2021-04-18,02-18,0.29,0.939
bless the harts,2,Sun,2021-05-02,02-19,0.18,0.587
bless the harts,2,Sun,2021-05-09,02-20,0.25,0.673
bless the harts,2,Sun,2021-05-16,02-21,0.18,0.530
bless the harts,2,Sun,2021-05-23,02-22,0.20,0.534
bless the harts,2,Sun,2021-06-06,02-23,0.19,0.548
bless the harts,2,Sun,2021-06-20,02-24,0.13,0.371
tales of the walking dead,1,Sun,2022-08-14,01-01,0.09,0.572
tales of the walking dead,1,Sun,2022-08-21,01-02,0.07,0.448
tales of the walking dead,1,Sun,2022-08-28,01-03,0.10,0.430
tales of the walking dead,1,Sun,2022-09-04,01-04,0.09,0.409
tales of the walking dead,1,Sun,2022-09-11,01-05,0.09,0.387
tales of the walking dead,1,Sun,2022-09-18,01-06,0.10,0.378
z nation,4,Fri,2017-09-29,04-01,0.17,0.575
z nation,4,Fri,2017-10-06,04-02,0.15,0.545
z nation,4,Fri,2017-10-13,04-03,0.17,0.576
z nation,4,Fri,2017-10-20,04-04,0.21,0.616
z nation,4,Fri,2017-10-27,04-05,0.16,0.600
z nation,4,Fri,2017-11-03,04-06,0.19,0.584
z nation,4,Fri,2017-11-10,04-07,0.18,0.654
z nation,4,Fri,2017-11-17,04-08,0.17,0.636
z nation,4,Fri,2017-11-24,04-09,0.18,0.623
z nation,4,Fri,2017-12-01,04-10,0.15,0.522
z nation,4,Fri,2017-12-08,04-11,0.16,0.572
z nation,4,Fri,2017-12-15,04-12,0.16,0.605
z nation,4,Fri,2017-12-15,04-13,0.15,0.555
killjoys,4,Fri,2018-07-20,04-01,0.09,0.451
killjoys,4,Fri,2018-07-27,04-02,0.09,0.431
killjoys,4,Fri,2018-08-03,04-03,0.05,0.369
killjoys,4,Fri,2018-08-10,04-04,0.07,0.413
killjoys,4,Fri,2018-08-17,04-05,0.10,0.434
killjoys,4,Fri,2018-08-24,04-06,0.08,0.398
killjoys,4,Fri,2018-08-31,04-07,0.09,0.378
killjoys,4,Fri,2018-09-07,04-08,0.10,0.482
killjoys,4,Fri,2018-09-14,04-09,0.07,0.428
killjoys,4,Fri,2018-09-21,04-10,0.10,0.482
always sunny philadelphia,12,Weds,2017-01-04,12-01,0.44,0.730
always sunny philadelphia,12,Weds,2017-01-11,12-02,0.32,0.574
always sunny philadelphia,12,Weds,2017-01-18,12-03,0.40,0.602
always sunny philadelphia,12,Weds,2017-01-25,12-04,0.38,0.629
always sunny philadelphia,12,Weds,2017-02-01,12-05,0.37,0.602
always sunny philadelphia,12,Weds,2017-02-08,12-06,0.34,0.551
always sunny philadelphia,12,Weds,2017-02-15,12-07,0.35,0.572
always sunny philadelphia,12,Weds,2017-02-22,12-08,0.34,0.587
always sunny philadelphia,12,Weds,2017-03-01,12-09,0.30,0.523
always sunny philadelphia,12,Weds,2017-03-08,12-10,0.36,0.640
missing,2,Sun,2017-02-12,02-01,0.06,0.181
missing,2,Sun,2017-02-19,02-02,0.03,0.156
missing,2,Sun,2017-02-26,02-03,0.03,0.179
missing,2,Sun,2017-03-05,02-04,0.04,0.167
missing,2,Sun,2017-03-12,02-05,0.03,0.158
missing,2,Sun,2017-03-19,02-06,0.03,0.183
missing,2,Sun,2017-03-26,02-07,0.03,0.122
missing,2,Sun,2017-04-02,02-08,0.04,0.209
law order special victims unit,24,Thurs,2022-09-22,24-01,0.69,5.465
law order special victims unit,24,Thurs,2022-09-29,24-02,0.53,4.680
law order special victims unit,24,Thurs,2022-10-06,24-03,0.56,4.162
law order special victims unit,24,Thurs,2022-10-13,24-04,0.56,4.363
law order special victims unit,24,Thurs,2022-10-27,24-05,0.56,4.419
law order special victims unit,24,Thurs,2022-11-03,24-06,0.50,3.904
law order special victims unit,24,Thurs,2022-11-10,24-07,0.51,4.121
law order special victims unit,24,Thurs,2022-11-17,24-08,0.57,4.946
law order special victims unit,24,Thurs,2022-12-08,24-09,0.59,4.978
law order special victims unit,24,Thurs,2023-01-05,24-10,0.64,5.488
law order special victims unit,24,Thurs,2023-01-12,24-11,0.62,5.126
law order special victims unit,24,Thurs,2023-01-26,24-12,0.67,5.774
law order special victims unit,24,Thurs,2023-02-02,24-13,0.63,5.338
law order special victims unit,24,Thurs,2023-02-16,24-14,0.65,5.127
law order special victims unit,24,Thurs,2023-02-23,24-15,0.58,5.009
law order special victims unit,24,Thurs,2023-03-23,24-16,0.48,4.559
law order special victims unit,24,Thurs,2023-03-30,24-17,0.52,4.292
law order special victims unit,24,Thurs,2023-04-06,24-18,0.51,4.563
law order special victims unit,24,Thurs,2023-04-27,24-19,0.48,4.394
law order special victims unit,24,Thurs,2023-05-04,24-20,0.43,4.282
law order special victims unit,24,Thurs,2023-05-11,24-21,0.45,4.238
law order special victims unit,24,Thurs,2023-05-18,24-22,0.44,4.365
home economics,1,Weds,2021-04-07,01-01,0.56,3.107
home economics,1,Weds,2021-04-14,01-02,0.47,2.915
home economics,1,Weds,2021-04-21,01-03,0.44,2.633
home economics,1,Weds,2021-04-28,01-04,0.40,2.456
home economics,1,Weds,2021-05-05,01-05,0.45,2.199
home economics,1,Weds,2021-05-12,01-06,0.45,2.315
home economics,1,Weds,2021-05-19,01-07,0.42,2.320
better call saul,3,Mon,2017-04-10,03-01,0.70,1.813
better call saul,3,Mon,2017-04-17,03-02,0.54,1.463
better call saul,3,Mon,2017-04-24,03-03,0.52,1.524
better call saul,3,Mon,2017-05-01,03-04,0.58,1.562
better call saul,3,Mon,2017-05-08,03-05,0.65,1.756
better call saul,3,Mon,2017-05-15,03-06,0.63,1.715
better call saul,3,Mon,2017-05-22,03-07,0.67,1.650
better call saul,3,Mon,2017-06-05,03-08,0.52,1.633
better call saul,3,Mon,2017-06-12,03-09,0.45,1.472
better call saul,3,Mon,2017-06-19,03-10,0.62,1.851
good trouble,1,Tues,2019-01-08,01-01,0.20,0.413
good trouble,1,Tues,2019-01-15,01-02,0.16,0.331
good trouble,1,Tues,2019-01-22,01-03,0.14,0.330
good trouble,1,Tues,2019-01-29,01-04,0.12,0.310
good trouble,1,Tues,2019-02-05,01-05,0.15,0.359
good trouble,1,Tues,2019-02-12,01-06,0.13,0.345
good trouble,1,Tues,2019-02-19,01-07,0.14,0.325
good trouble,1,Tues,2019-02-26,01-08,0.17,0.394
good trouble,1,Tues,2019-03-05,01-09,0.15,0.409
good trouble,1,Tues,2019-03-12,01-10,0.14,0.312
good trouble,1,Tues,2019-03-19,01-11,0.15,0.333
good trouble,1,Tues,2019-03-26,01-12,0.13,0.343
good trouble,1,Tues,2019-04-02,01-13,0.15,0.363
